2574981815|2.34
2574981715|3.0
2574981615|18.66
2574981515|2.49
2574981415|1.58
2574981315|1.29
2574981215|1.6
2574981115|1.0
2574981015|4.62
2574980915|4.33
2574980815|77.24
2574980715|5.34
2574980615|1.28
2574980515|1.42
2574980415|4.86
2574980315|1.51
2574980215|3.35
2574980115|27.59
2574980015|1.01
2574979915|1.34
2574979815|2.45
2574979715|4.04
2574979615|2.55
2574979515|1.46
2574979415|2.01
2574979315|8.85
2574979215|1.27
2574979115|4.08
2574979015|1.78
2574978915|2.6
2574978815|5.6
2574978715|1.08
2574978615|2.3
2574978515|4.54
2574978415|1.04
2574978315|1.24
2574978215|2.63
2574978115|1.4
2574978015|1.77
2574977915|13.78
2574977815|1.5
2574977715|1.84
2574977615|10.22
2574977515|17.19
2574977415|1.71
2574977315|1.41
2574977215|1.0
2574977115|2.91
2574977015|11.46
2574976915|1.04
2574976815|21.91
2574976715|5.84
2574976615|4.99
2574976515|21.97
2574976415|1.04
2574976315|8.23
2574976215|1.0
2574976115|1.0
2574976015|3.84
2574975915|1.0
2574975815|27.85
2574975715|2.96
2574975615|1.19
2574975515|1.32
2574975415|8.66
2574975315|1.29
2574975215|2.16
2574975115|1.12
2574975015|2.09
2574974915|1.0
2777445505|1.0
2777445405|1.16
2777445305|6.3
2777445205|1.0
2777445105|1.1
2777445005|1.03
2777444905|1.1
2777444805|3.84
2777444705|2.22
2777444605|412.83
2777444505|1.31
2777444405|4.49
2777444305|1.07
2574974815|6.04
2574974715|1.62
2574974615|2.21
2574974515|3.93
2574974415|3.14
2574974315|2546.25
2574974215|17.32
2574974115|2.39
2574974015|1.61
2574973915|2.38
2574973815|5.76
2574973715|1.5
2574973615|2.36
2574973515|2.5
2574973415|1.44
2574973315|1.95
2574973215|1.26
2574973115|1.15
2574973015|1.36
2574972915|8.21
2574972815|1.25
2574972715|1.14
2574972615|2.98
2574972515|1.55
2574972415|1.23
2574972315|2.86
2574972215|1.2
2574972115|1.77
2574972015|2.17
2574971915|10.68
2574971815|2.48
2574971715|1.42
2574971615|3.62
2574971515|1.74
2574971415|5.39
2574971315|2.04
2574971215|3.22
2574971115|1.29
2574971015|2.37
2574970915|2.7
2574970815|3.81
2574970715|1.39
2574970615|1.59
2574970515|1.83
2574970415|1.5
2574970315|7.87
2574970215|2.38
2574970115|6.02
2574970015|1.69
2574969915|2894.91
2574969815|2.26
2574969715|9.89
2574969615|1.49
2574969515|1.33
2574969415|1.24
2574969315|3.26
2574969215|1.13
2574969115|1.7
2574969015|1.0
2574968915|1.11
2574968815|2.0
2574968715|3.91
2574968615|1.62
2574968515|1.87
2574968415|2.36
2574968315|80.84
2574968215|3.37
2574968115|1.85
2574968015|2.25
2574967915|1.29
2574967815|8.17
2574967715|1.25
2574967615|1.01
2574967515|1.01
2574967415|2.14
2574967315|1.31
2574967215|1.45
2574967115|1.82
2574967015|3.06
2574966915|3.41
2574966815|15.01
2574966715|1.08
2574966615|5.03
2574966515|1.81
2574966415|14.88
2574966315|1.54
2574966215|1.11
2574966115|15.3
2574966015|7.76
2574965915|11.16
2574965815|6.47
2574965715|1.37
2574965615|5.68
2574965515|2.96
2574965415|1.15
2574965315|1.04
2574965215|3.4
2574965115|1.3
2574965015|6.12
2574964915|2.41
2574964815|7.38
2574964715|2.69
2574964615|1.33
2574964515|1.19
2574964415|1.87
2574964315|2.19
2574964215|1.03
2574964115|1.22
2574964015|1.9
2574963915|1.51
2574963815|1.0
2574963715|3.39
2574963615|1.24
2574963515|3.0
2574963415|1.0
2574963315|2.17
2574963215|1.18
2574963115|1.95
2574963015|2.75
2574962915|2.16
2574962815|1.17
2574962715|4.23
2574962615|73.68
2574962515|2.91
2574962415|1.37
2574962315|12.32
2574962215|2.03
2574962115|12.33
2574962015|2.29
2574961915|2.03
2574961815|1.54
2574961715|3.33
2574961615|3.17
2574961515|1.9
2574961415|1.14
2574961315|1.15
2574961215|2.07
2574961115|2.92
2574961015|5.39
2574960915|1.3
2574960815|7.86
2574960715|1.76
2574960615|4.17
2574960515|16.02
2574960415|2.64
2574960315|1.0
2574960215|2.4
2574960115|1.15
2574960015|2.92
2574959915|3.74
2574959815|1.2
2574959715|4.11
2574959615|1.57
2574959515|10.43
2574959415|1.2
2574959315|3.16
2574959215|1.0
2574959115|1.24
2574959015|1.59
2574958915|2.47
2574958815|1.03
2574958715|1.95
2574958615|1.59
2574958515|1.75
2574958415|21.8
2574958315|20.38
2574958215|3.17
2574958115|1.03
2574958015|5.82
2574957915|1.01
2574957815|1.28
2574957715|1.06
2574957615|2.83
2574957515|32.37
2574957415|1.46
2574957315|3.67
2574957215|1.42
2574957115|6.6
2574957015|1.09
2574956915|2.7
2574956815|1.24
2574956715|2.16
2574956615|2.57
2574956515|4.68
2574956415|1.16
2574956315|1.76
2574956215|1.3
2574956115|1.95
2574956015|1.69
2574955915|2.25
2574955815|2.83
2574955715|81.89
2574955615|1.12
2574955515|1.1
2574955415|3.07
2574955315|4.04
2574955215|1.03
2574955115|1.02
2574955015|2.39
2574954915|10.22
2574954815|1.12
2574954715|1.5
2574954615|1.71
2574954515|21.4
2574954415|2.7
2574954315|1.18
2574954215|13.05
2574954115|2.17
2574954015|2.45
2574953915|1.15
2574953815|2.1
2574953715|1.0
2574953615|1.53
2574953515|1.11
2574953415|6.4
2574953315|1.94
2574953215|45.29
2574953115|7.79
2574953015|1.02
